001767860	*	de	de	014866978	|||	hun					Magyarország, Szerb-Vajdaság és a Temesi-Bánság helyközségeinek végleges birósági fölosztása ... Szerkeszté egy cs. kir. törvényszéki tanácsos. Endgiltige Eintheilung der Ortsgemeinden Ungarns, der serbischen Wojwodschaft und des Temeser Banates in Gerichtshöfe 1ter Instanz und Stuhl-resp. Bezirksgerichte, etc. (Erdély Nagyfejedelemség helyközségeinek végleges birósági fölosztása, etc. Endgiltige Eintheilung der Ortsgemeinden Grossfürstenthums Siebenbürgen ... Anhang zu der Gerichtseintheilung Ungarns.) Hung. and Ger. [electronic resource]		Pest, 1859.					lsidyv368c2177
001878502	*	de	de	014867018	|||	cze			JODL, Josef.		Topographisch-statistisches Orts-Lexikon des Konigreiches Böhmen. Mit historischen Anmerkungen, etc. [electronic resource]		Prag, [1894, etc.]					lsidyv36860396
002532176	*	fr	fr	014867293	|||	eng			MONTÉIL, Edgar.		Documents de l'histoire contemporaine. L'Exécution de G. Chaudey et de trois gendarmes publiée par E. M. [electronic resource]		Paris, 1885 (Saint-Quentin [printed])			CHAUDEY, Gustave.		lsidyv367b3e8c
002676216	*	no	no	014867345	|||	dan				Norway.	Norges Land og Folk, statistisk og topografisk beskrevet. [With maps and plates.] [electronic resource]		Kristiania, 1885, [1884], etc.					lsidyv36c6ab63 -- lsidyv36fea9d2
003042835	*	no	no	014867468	|||	dan			RASMUSSEN, Otto Frederik Christian.		Optegnelser om Gisselfeld. [electronic resource]		Nestved, 1868.					lsidyv36a4437f -- lsidyv36f55431
003067770	*	de	de	014867485	|||	dut			REINECKE, Wilhelm.		Geschichte der Stadt Cambrai bis zur Erteilung der Lex Godefridi, 1227. [electronic resource]		Marburg, 1896.					lsidyv36b960fe
003279373	*	de	de	014867579	|||	eng			SCHLAGINTWEIT, Robert von.		Neue Pfade vom Missouri-Strom zum Stillen Meere. Ein Wegweiser durch Kansas, Colorado, Neu-Mexiko u. Arizona nach Californien. [electronic resource]		Köln ; Leipzig, 1883.					lsidyv367b6ae0
003809103	*	uk	uk	014867838	|||	rus			VOEIKOV, Leonid.		Сборникъ матеріаловъ для описанія Тамбовской губерніи.. [electronic resource]		С.-Петербургъ, 1872.					lsidyv36a99482
000032265	*	fi	fi	014871092	|||	swe			AHLQVIST, August Engelbrekt.		Muistelmia matkoilta Wenäjällä wuosina 1854-1858. [electronic resource]		Helsingissä, 1859.					lsidyv36f67685
000094584	*	sv	sv	014871121	|||	ger			ANTILITHANDER, E. N., pseud. [i.e. Alfred Sandahl.]		Stockholm om hundra år härefter ... Framtidsdröm upptecknad af E. N. Antilithander. [electronic resource]		Stockholm, 1890.					YF.2009.a.2107
